Date,Price,Open,High,Low,Trading Volume,% Change
7/1/2019,"17,100.00","16,500.00","17,900.00","16,100.00",0.52K,4.91%
8/1/2019,"16,700.00","17,100.00","17,100.00","16,100.00",4.55K,-2.34%
9/1/2019,"16,200.00","16,100.00","16,200.00","16,100.00",2.60K,-2.99%
10/1/2019,"16,300.00","16,300.00","16,300.00","16,300.00",0.10K,0.62%
11/1/2019,"16,200.00","16,200.00","16,200.00","16,200.00",2.70K,-0.61%
14/01/2019,"16,500.00","16,500.00","16,500.00","16,500.00",0.10K,1.85%
15/01/2019,"17,500.00","17,000.00","17,500.00","17,000.00",0.20K,6.06%
16/01/2019,"16,000.00","16,500.00","16,500.00","16,000.00",33.70K,-8.57%
17/01/2019,"16,000.00","16,500.00","16,500.00","16,000.00",21.31K,0.00%
18/01/2019,"16,100.00","16,300.00","16,300.00","16,100.00",1.11K,0.63%
21/01/2019,"16,000.00","15,800.00","16,000.00","15,800.00",6.20K,-0.62%
22/01/2019,"16,000.00","16,000.00","16,200.00","16,000.00",9.20K,0.00%
23/01/2019,"16,200.00","15,900.00","16,200.00","15,800.00",1.41K,1.25%
24/01/2019,"16,000.00","16,000.00","16,000.00","16,000.00",9.23K,-1.23%
25/01/2019,"16,100.00","16,200.00","16,200.00","16,000.00",10.20K,0.63%
28/01/2019,"16,200.00","16,000.00","16,200.00","15,900.00",0.50K,0.62%
29/01/2019,"16,000.00","16,000.00","16,000.00","16,000.00",6.60K,-1.23%
30/01/2019,"16,200.00","16,100.00","16,200.00","16,100.00",14.80K,1.25%
31/01/2019,"16,100.00","16,000.00","16,100.00","16,000.00",4.72K,-0.62%
1/2/2019,"16,200.00","16,100.00","16,200.00","16,100.00",3.30K,0.62%
11/2/2019,"16,300.00","17,400.00","17,400.00","16,300.00",5.02K,0.62%
12/2/2019,"16,300.00","16,300.00","16,300.00","16,300.00",1.70K,0.00%
13/02/2019,"16,200.00","16,200.00","16,200.00","16,200.00",15.90K,-0.61%
14/02/2019,"16,200.00","16,200.00","16,200.00","16,200.00",2.21K,0.00%
15/02/2019,"16,100.00","16,100.00","16,100.00","16,100.00",0.10K,-0.62%
18/02/2019,"16,000.00","16,100.00","16,200.00","16,000.00",44.41K,-0.62%
19/02/2019,"15,800.00","16,000.00","16,000.00","15,800.00",84.07K,-1.25%
20/02/2019,"15,800.00","15,800.00","15,800.00","15,800.00",23.89K,0.00%
21/02/2019,"15,700.00","15,800.00","15,800.00","15,600.00",38.91K,-0.63%
22/02/2019,"15,700.00","15,700.00","15,900.00","15,700.00",46.40K,0.00%
25/02/2019,"15,700.00","16,500.00","16,500.00","15,600.00",18.93K,0.00%
26/02/2019,"15,800.00","15,600.00","15,800.00","15,600.00",5.75K,0.64%
27/02/2019,"15,400.00","15,600.00","15,600.00","15,400.00",45.14K,-2.53%
28/02/2019,"15,400.00","15,900.00","16,500.00","15,400.00",9.82K,0.00%
1/3/2019,"15,500.00","16,200.00","16,200.00","15,400.00",18.83K,0.65%
4/3/2019,"15,700.00","16,200.00","16,200.00","15,700.00",6.61K,1.29%
5/3/2019,"15,700.00","16,200.00","16,200.00","15,700.00",7.67K,0.00%
6/3/2019,"15,800.00","15,700.00","15,800.00","15,500.00",5.00K,0.64%
7/3/2019,"15,800.00","16,200.00","16,200.00","15,800.00",26.90K,0.00%
8/3/2019,"15,800.00","16,200.00","16,200.00","15,800.00",5.00K,0.00%
11/3/2019,"15,800.00","16,200.00","16,200.00","15,800.00",7.03K,0.00%
12/3/2019,"15,900.00","15,900.00","16,000.00","15,700.00",55.40K,0.63%
13/03/2019,"15,900.00","15,900.00","16,000.00","15,900.00",16.62K,0.00%
14/03/2019,"16,000.00","16,300.00","16,300.00","15,800.00",53.60K,0.63%
15/03/2019,"16,000.00","16,000.00","16,400.00","16,000.00",78.33K,0.00%
18/03/2019,"16,300.00","16,300.00","16,300.00","16,000.00",32.50K,1.88%
19/03/2019,"16,000.00","16,000.00","16,200.00","16,000.00",17.20K,-1.84%
20/03/2019,"16,000.00","16,300.00","16,300.00","16,000.00",6.44K,0.00%
21/03/2019,"16,400.00","16,000.00","16,400.00","16,000.00",13.10K,2.50%
22/03/2019,"16,000.00","16,400.00","16,400.00","16,000.00",6.21K,-2.44%
25/03/2019,"16,100.00","16,400.00","16,400.00","15,700.00",17.05K,0.63%
26/03/2019,"16,100.00","16,000.00","16,100.00","16,000.00",4.86K,0.00%
27/03/2019,"16,400.00","16,000.00","16,400.00","16,000.00",0.20K,1.86%
28/03/2019,"16,000.00","16,000.00","16,200.00","16,000.00",5.71K,-2.44%
29/03/2019,"16,300.00","17,000.00","17,000.00","16,000.00",3.25K,1.88%
1/4/2019,"16,200.00","16,000.00","16,200.00","15,800.00",3.73K,-0.61%
2/4/2019,"16,300.00","16,200.00","16,300.00","16,200.00",1.50K,0.62%
3/4/2019,"16,200.00","16,300.00","16,300.00","16,200.00",5.60K,-0.61%
4/4/2019,"16,200.00","16,200.00","16,200.00","16,200.00",11.31K,0.00%
5/4/2019,"16,200.00","16,000.00","16,300.00","15,700.00",4.52K,0.00%
8/4/2019,"16,300.00","16,200.00","16,300.00","16,200.00",4.49K,0.62%
9/4/2019,"16,300.00","16,300.00","16,300.00","16,300.00",0.32K,0.00%
10/4/2019,"16,000.00","16,300.00","16,300.00","16,000.00",0.40K,-1.84%
11/4/2019,"16,000.00","16,000.00","16,000.00","16,000.00",6.14K,0.00%
12/4/2019,"15,900.00","15,900.00","15,900.00","15,600.00",5.20K,-0.63%
16/04/2019,"15,900.00","16,200.00","16,200.00","15,900.00",0.30K,0.00%
17/04/2019,"16,100.00","16,200.00","16,200.00","16,000.00",0.54K,1.26%
18/04/2019,"16,100.00","15,900.00","16,100.00","15,800.00",27.97K,0.00%
19/04/2019,"16,400.00","16,100.00","16,500.00","16,100.00",16.97K,1.86%
22/04/2019,"16,300.00","15,800.00","16,400.00","15,800.00",8.10K,-0.61%
23/04/2019,"16,200.00","16,300.00","16,300.00","16,200.00",11.21K,-0.61%
24/04/2019,"16,200.00","16,200.00","16,200.00","16,000.00",1.32K,0.00%
25/04/2019,"16,200.00","15,900.00","16,200.00","15,900.00",0.45K,0.00%
26/04/2019,"17,000.00","16,400.00","17,000.00","16,400.00",1.64K,4.94%
2/5/2019,"16,200.00","16,900.00","16,900.00","16,200.00",8.90K,-4.71%
3/5/2019,"16,500.00","16,100.00","16,500.00","16,000.00",20.36K,1.85%
6/5/2019,"16,500.00","16,500.00","16,500.00","16,500.00",1.41K,0.00%
7/5/2019,"16,300.00","16,400.00","16,400.00","15,900.00",1.76K,-1.21%
8/5/2019,"16,200.00","16,000.00","16,200.00","16,000.00",0.22K,-0.61%
9/5/2019,"16,300.00","16,500.00","16,500.00","16,300.00",2.22K,0.62%
10/5/2019,"16,000.00","16,200.00","16,200.00","15,900.00",10.24K,-1.84%
13/05/2019,"16,000.00","16,000.00","16,000.00","15,800.00",8.75K,0.00%
14/05/2019,"16,000.00","15,900.00","16,000.00","15,800.00",5.24K,0.00%
15/05/2019,"16,300.00","15,800.00","16,300.00","15,800.00",6.43K,1.88%
16/05/2019,"16,300.00","17,000.00","17,000.00","15,900.00",4.15K,0.00%
17/05/2019,"16,300.00","16,000.00","16,300.00","16,000.00",2.00K,0.00%
20/05/2019,"16,200.00","16,500.00","16,500.00","16,200.00",6.21K,-0.61%
21/05/2019,"16,100.00","16,000.00","16,200.00","16,000.00",5.90K,-0.62%
22/05/2019,"16,200.00","16,000.00","16,200.00","16,000.00",8.10K,0.62%
23/05/2019,"16,100.00","16,100.00","16,100.00","16,100.00",0.40K,-0.62%
24/05/2019,"16,100.00","16,100.00","16,100.00","16,100.00",3.01K,0.00%
28/05/2019,"16,200.00","16,000.00","16,200.00","16,000.00",2.34K,0.62%
29/05/2019,"16,200.00","16,000.00","16,200.00","16,000.00",32.10K,0.00%
30/05/2019,"16,400.00","16,100.00","16,400.00","16,100.00",8.15K,1.23%
31/05/2019,"16,600.00","16,400.00","16,700.00","16,200.00",22.40K,1.22%
3/6/2019,"14,770.00","14,500.00","14,770.00","14,410.00",5.90K,-11.02%
4/6/2019,"14,680.00","14,770.00","14,770.00","14,680.00",4.10K,-0.61%
5/6/2019,"14,680.00","14,680.00","14,770.00","14,680.00",7.69K,0.00%
6/6/2019,"14,770.00","14,860.00","15,130.00","14,770.00",20.80K,0.61%
7/6/2019,"14,770.00","14,770.00","14,770.00","14,590.00",1.10K,0.00%
10/6/2019,"14,770.00","15,130.00","15,130.00","14,770.00",10.00K,0.00%
11/6/2019,"14,770.00","14,860.00","14,860.00","14,680.00",18.63K,0.00%
12/6/2019,"14,500.00","15,311.00","15,311.00","14,500.00",24.23K,-1.83%
13/06/2019,"14,500.00","15,800.00","15,800.00","14,500.00",8.10K,0.00%
14/06/2019,"14,600.00","15,200.00","15,700.00","14,600.00",15.32K,0.69%
17/06/2019,"15,500.00","15,500.00","15,500.00","15,500.00",0.10K,6.16%
18/06/2019,"14,600.00","14,500.00","14,700.00","14,400.00",9.20K,-5.81%
19/06/2019,"14,600.00","14,900.00","14,900.00","14,400.00",5.60K,0.00%
20/06/2019,"14,400.00","14,500.00","14,500.00","14,400.00",9.90K,-1.37%
21/06/2019,"14,500.00","14,400.00","14,500.00","14,400.00",2.40K,0.69%
24/06/2019,"14,400.00","14,300.00","14,400.00","14,100.00",1.10K,-0.69%
26/06/2019,"14,400.00","14,400.00","14,400.00","14,400.00",0.80K,0.00%
27/06/2019,"14,500.00","14,400.00","15,800.00","14,300.00",1.85K,0.69%
28/06/2019,"14,200.00","14,300.00","14,500.00","14,200.00",3.64K,-2.07%
1/7/2019,"14,200.00","14,700.00","14,700.00","14,200.00",2.14K,0.00%
2/7/2019,"14,200.00","14,200.00","14,400.00","14,100.00",9.18K,0.00%
3/7/2019,"14,500.00","14,200.00","14,500.00","14,200.00",3.50K,2.11%
4/7/2019,"14,400.00","14,500.00","14,500.00","14,400.00",3.51K,-0.69%
5/7/2019,"14,400.00","14,400.00","14,400.00","14,400.00",1.35K,0.00%
9/7/2019,"14,500.00","14,400.00","14,500.00","14,400.00",1.13K,0.69%
11/7/2019,"14,300.00","14,300.00","14,300.00","14,200.00",6.17K,-1.38%
12/7/2019,"14,400.00","14,700.00","14,700.00","14,200.00",6.10K,0.70%
15/07/2019,"14,400.00","14,300.00","14,400.00","14,200.00",0.55K,0.00%
16/07/2019,"14,400.00","14,400.00","14,400.00","14,300.00",3.57K,0.00%
18/07/2019,"14,400.00","14,200.00","14,400.00","14,200.00",0.63K,0.00%
19/07/2019,"14,500.00","14,400.00","15,800.00","14,400.00",2.00K,0.69%
22/07/2019,"14,400.00","14,800.00","14,800.00","14,400.00",0.60K,-0.69%
23/07/2019,"14,400.00","14,100.00","14,500.00","14,100.00",0.70K,0.00%
24/07/2019,"14,800.00","14,800.00","15,800.00","14,200.00",5.77K,2.78%
26/07/2019,"14,500.00","14,500.00","14,500.00","14,100.00",1.40K,-2.03%
29/07/2019,"14,000.00","14,100.00","14,400.00","14,000.00",10.20K,-3.45%
30/07/2019,"14,400.00","14,500.00","14,500.00","14,400.00",0.20K,2.86%
31/07/2019,"14,600.00","14,100.00","15,000.00","14,000.00",8.40K,1.39%
1/8/2019,"14,000.00","14,100.00","14,100.00","14,000.00",3.01K,-4.11%
2/8/2019,"14,400.00","14,400.00","14,400.00","14,400.00",0.10K,2.86%
5/8/2019,"14,400.00","14,000.00","14,400.00","13,900.00",1.10K,0.00%
6/8/2019,"14,000.00","14,000.00","14,000.00","13,600.00",10.50K,-2.78%
7/8/2019,"14,200.00","14,300.00","14,300.00","14,200.00",4.20K,1.43%
8/8/2019,"13,900.00","14,100.00","14,100.00","13,600.00",11.90K,-2.11%
9/8/2019,"14,400.00","14,000.00","14,400.00","13,800.00",3.31K,3.60%
12/8/2019,"14,000.00","14,000.00","14,000.00","14,000.00",0.40K,-2.78%
13/08/2019,"14,200.00","13,900.00","14,200.00","13,900.00",5.90K,1.43%
14/08/2019,"14,200.00","14,200.00","14,200.00","13,900.00",6.06K,0.00%
16/08/2019,"14,200.00","14,200.00","14,200.00","14,200.00",5.00K,0.00%
19/08/2019,"14,000.00","14,200.00","14,200.00","14,000.00",10.10K,-1.41%
20/08/2019,"14,000.00","14,000.00","14,200.00","13,900.00",1.22K,0.00%
21/08/2019,"13,900.00","14,000.00","14,000.00","13,900.00",1.60K,-0.71%
22/08/2019,"13,900.00","13,900.00","14,200.00","13,900.00",7.64K,0.00%
23/08/2019,"13,800.00","13,900.00","13,900.00","13,800.00",6.01K,-0.72%
26/08/2019,"15,000.00","14,200.00","15,000.00","14,200.00",0.61K,8.70%
29/08/2019,"14,100.00","14,000.00","14,100.00","14,000.00",0.30K,-6.00%
30/08/2019,"14,100.00","14,100.00","14,100.00","13,800.00",1.00K,0.00%
4/9/2019,"14,000.00","14,000.00","14,000.00","14,000.00",1.60K,-0.71%
5/9/2019,"14,100.00","14,000.00","14,100.00","13,900.00",4.30K,0.71%
9/9/2019,"14,100.00","13,700.00","14,100.00","13,700.00",8.91K,0.00%
10/9/2019,"14,000.00","14,000.00","14,000.00","14,000.00",0.10K,-0.71%
11/9/2019,"14,000.00","13,900.00","14,000.00","13,900.00",0.40K,0.00%
12/9/2019,"14,000.00","13,900.00","14,000.00","13,700.00",0.60K,0.00%
13/09/2019,"14,000.00","14,000.00","14,000.00","13,700.00",0.60K,0.00%
17/09/2019,"14,000.00","13,900.00","14,000.00","13,900.00",4.60K,0.00%
18/09/2019,"14,600.00","14,100.00","14,600.00","14,100.00",1.60K,4.29%
19/09/2019,"13,700.00","13,700.00","13,700.00","13,700.00",0.43K,-6.16%
20/09/2019,"14,200.00","14,200.00","14,200.00","13,700.00",2.32K,3.65%
23/09/2019,"13,600.00","13,600.00","13,600.00","13,600.00",1.01K,-4.23%
24/09/2019,"14,000.00","14,000.00","14,000.00","14,000.00",0.10K,2.94%
25/09/2019,"14,000.00","14,000.00","14,000.00","14,000.00",0.20K,0.00%
26/09/2019,"14,000.00","13,900.00","14,000.00","13,800.00",1.20K,0.00%
30/09/2019,"14,000.00","13,800.00","14,000.00","13,800.00",3.30K,0.00%
1/10/2019,"13,800.00","14,000.00","14,000.00","13,800.00",0.30K,-1.43%
2/10/2019,"14,000.00","14,000.00","14,000.00","14,000.00",0.10K,1.45%
7/10/2019,"13,900.00","13,900.00","13,900.00","13,900.00",0.10K,-0.71%
8/10/2019,"13,700.00","13,800.00","13,800.00","13,700.00",0.41K,-1.44%
9/10/2019,"13,700.00","14,000.00","14,000.00","13,700.00",1.51K,0.00%
10/10/2019,"13,800.00","14,100.00","14,100.00","13,800.00",0.24K,0.73%
11/10/2019,"14,000.00","14,100.00","14,100.00","13,400.00",3.40K,1.45%
14/10/2019,"14,000.00","13,600.00","14,000.00","13,600.00",2.30K,0.00%
15/10/2019,"13,700.00","13,700.00","13,700.00","13,700.00",0.90K,-2.14%
16/10/2019,"13,900.00","14,000.00","14,000.00","13,900.00",1.40K,1.46%
17/10/2019,"13,900.00","13,900.00","13,900.00","13,900.00",4.60K,0.00%
18/10/2019,"13,900.00","14,000.00","14,000.00","13,900.00",7.70K,0.00%
22/10/2019,"14,000.00","13,800.00","14,000.00","13,700.00",2.96K,0.72%
23/10/2019,"14,000.00","14,000.00","14,000.00","14,000.00",1.20K,0.00%
28/10/2019,"13,700.00","14,000.00","14,000.00","13,700.00",6.20K,-2.14%
29/10/2019,"13,700.00","14,000.00","14,000.00","13,700.00",0.55K,0.00%
30/10/2019,"13,800.00","13,800.00","13,800.00","13,800.00",0.64K,0.73%
31/10/2019,"13,900.00","13,800.00","13,900.00","13,600.00",1.50K,0.72%
1/11/2019,"13,500.00","13,700.00","13,700.00","13,500.00",3.10K,-2.88%
4/11/2019,"13,800.00","13,800.00","13,800.00","13,800.00",0.10K,2.22%
5/11/2019,"13,700.00","13,800.00","13,800.00","13,500.00",0.72K,-0.72%
6/11/2019,"13,500.00","13,500.00","13,500.00","13,500.00",2.60K,-1.46%
7/11/2019,"13,700.00","13,700.00","13,700.00","13,700.00",0.10K,1.48%
11/11/2019,"13,900.00","13,600.00","13,900.00","13,600.00",0.20K,1.46%
12/11/2019,"13,400.00","13,400.00","13,400.00","13,400.00",0.12K,-3.60%
13/11/2019,"13,600.00","13,400.00","13,600.00","13,400.00",0.50K,1.49%
14/11/2019,"13,400.00","13,800.00","13,800.00","13,400.00",0.25K,-1.47%
15/11/2019,"13,600.00","13,700.00","13,700.00","13,100.00",3.92K,1.49%
18/11/2019,"13,400.00","13,300.00","13,400.00","13,300.00",1.90K,-1.47%
19/11/2019,"13,500.00","13,200.00","13,500.00","13,200.00",7.50K,0.75%
20/11/2019,"13,400.00","13,400.00","13,400.00","13,400.00",2.20K,-0.74%
21/11/2019,"13,600.00","13,600.00","13,600.00","13,300.00",0.30K,1.49%
25/11/2019,"13,600.00","13,600.00","13,600.00","13,600.00",1.11K,0.00%
26/11/2019,"13,600.00","13,300.00","13,600.00","13,300.00",23.21K,0.00%
27/11/2019,"13,500.00","13,500.00","13,500.00","13,300.00",2.61K,-0.74%
28/11/2019,"13,400.00","13,800.00","13,800.00","13,400.00",1.05K,-0.74%
29/11/2019,"13,700.00","13,800.00","13,800.00","13,300.00",1.30K,2.24%
2/12/2019,"13,300.00","13,200.00","13,300.00","13,200.00",0.40K,-2.92%
3/12/2019,"13,000.00","13,200.00","13,400.00","13,000.00",2.92K,-2.26%
4/12/2019,"12,900.00","13,000.00","13,000.00","12,900.00",2.70K,-0.77%
5/12/2019,"12,800.00","12,900.00","12,900.00","12,800.00",7.10K,-0.78%
6/12/2019,"12,600.00","12,700.00","12,700.00","12,400.00",17.40K,-1.56%
9/12/2019,"12,600.00","13,600.00","13,600.00","11,400.00",483.84K,0.00%
10/12/2019,"11,400.00","13,200.00","13,600.00","11,400.00",419.10K,-9.52%
11/12/2019,"11,400.00","11,900.00","11,900.00","11,100.00",53.49K,0.00%
12/12/2019,"11,800.00","11,600.00","11,800.00","11,400.00",73.69K,3.51%
13/12/2019,"10,700.00","11,500.00","11,600.00","10,700.00",912.30K,-9.32%
16/12/2019,"11,200.00","11,000.00","11,500.00","11,000.00",118.81K,4.67%
17/12/2019,"10,900.00","11,200.00","11,400.00","10,800.00",50.56K,-2.68%
18/12/2019,"10,900.00","10,900.00","11,100.00","10,700.00",195.31K,0.00%
19/12/2019,"11,200.00","11,000.00","11,200.00","11,000.00",24.40K,2.75%
20/12/2019,"11,000.00","11,200.00","11,200.00","11,000.00",24.39K,-1.79%
23/12/2019,"10,700.00","10,800.00","10,900.00","10,700.00",71.60K,-2.73%
24/12/2019,"10,900.00","11,000.00","11,000.00","10,700.00",26.70K,1.87%
25/12/2019,"11,000.00","10,900.00","11,000.00","10,900.00",18.14K,0.92%
26/12/2019,"11,200.00","11,000.00","11,200.00","11,000.00",24.20K,1.82%
27/12/2019,"11,200.00","11,100.00","11,200.00","11,100.00",11.74K,0.00%
30/12/2019,"11,200.00","11,200.00","11,200.00","11,000.00",12.62K,0.00%
31/12/2019,"11,300.00","11,200.00","11,300.00","11,000.00",31.26K,0.89%
2/1/2020,"11,300.00","11,800.00","11,800.00","11,100.00",53.51K,0.00%
3/1/2020,"11,300.00","11,300.00","11,400.00","11,200.00",45.71K,0.00%
6/1/2020,"11,200.00","11,300.00","11,300.00","11,200.00",12.31K,-0.88%
7/1/2020,"11,200.00","11,200.00","11,200.00","11,200.00",27.90K,0.00%
8/1/2020,"10,700.00","11,200.00","11,200.00","10,600.00",82.50K,-4.46%
9/1/2020,"10,700.00","11,200.00","11,200.00","10,700.00",76.70K,0.00%
10/1/2020,"10,600.00","10,700.00","10,700.00","10,500.00",103.75K,-0.93%
13/01/2020,"10,600.00","10,600.00","10,700.00","10,600.00",91.84K,0.00%
14/01/2020,"10,600.00","10,600.00","10,600.00","10,500.00",21.95K,0.00%
15/01/2020,"10,600.00","10,600.00","10,600.00","10,400.00",81.46K,0.00%
16/01/2020,"10,800.00","10,600.00","11,600.00","10,200.00",316.00K,1.89%
17/01/2020,"11,000.00","10,800.00","11,100.00","10,800.00",25.00K,1.85%
20/01/2020,"11,500.00","11,000.00","11,500.00","11,000.00",51.51K,4.55%
21/01/2020,"11,500.00","11,500.00","11,500.00","11,300.00",36.70K,0.00%
22/01/2020,"11,800.00","11,600.00","11,900.00","11,500.00",17.40K,2.61%
30/01/2020,"11,800.00","11,800.00","11,900.00","11,500.00",53.40K,0.00%
31/01/2020,"11,400.00","12,500.00","12,500.00","11,400.00",52.91K,-3.39%
3/2/2020,"11,200.00","11,700.00","11,700.00","11,000.00",15.20K,-1.75%
4/2/2020,"11,900.00","11,500.00","12,000.00","11,200.00",91.45K,6.25%
5/2/2020,"11,800.00","11,600.00","11,800.00","11,200.00",394.80K,-0.84%
6/2/2020,"11,800.00","11,700.00","11,800.00","11,700.00",14.50K,0.00%
7/2/2020,"11,600.00","11,500.00","11,800.00","11,500.00",22.60K,-1.69%
10/2/2020,"11,600.00","11,700.00","11,700.00","11,400.00",35.71K,0.00%
11/2/2020,"11,700.00","11,300.00","11,700.00","11,300.00",3.80K,0.86%
12/2/2020,"11,700.00","11,700.00","11,800.00","11,500.00",31.10K,0.00%
13/02/2020,"11,700.00","11,600.00","11,700.00","11,600.00",12.31K,0.00%
14/02/2020,"11,600.00","11,700.00","11,700.00","11,600.00",13.40K,-0.85%
17/02/2020,"11,600.00","11,600.00","11,600.00","11,600.00",12.42K,0.00%
18/02/2020,"11,600.00","11,600.00","11,700.00","11,500.00",62.50K,0.00%
19/02/2020,"11,900.00","11,600.00","11,900.00","11,600.00",26.30K,2.59%
20/02/2020,"12,200.00","11,600.00","12,200.00","11,500.00",76.10K,2.52%
21/02/2020,"12,300.00","12,200.00","12,300.00","12,200.00",27.30K,0.82%
24/02/2020,"11,800.00","12,200.00","12,300.00","11,800.00",86.90K,-4.07%
25/02/2020,"12,000.00","11,800.00","12,100.00","11,800.00",28.00K,1.69%
26/02/2020,"12,300.00","12,300.00","12,500.00","12,000.00",50.20K,2.50%
27/02/2020,"12,400.00","12,600.00","12,600.00","12,300.00",12.20K,0.81%
28/02/2020,"12,300.00","11,900.00","12,400.00","11,900.00",5.80K,-0.81%
2/3/2020,"12,300.00","12,000.00","12,400.00","12,000.00",3.00K,0.00%
3/3/2020,"12,200.00","12,000.00","12,200.00","12,000.00",6.40K,-0.81%
4/3/2020,"12,200.00","11,900.00","12,200.00","11,900.00",5.62K,0.00%
5/3/2020,"12,100.00","12,100.00","12,300.00","12,100.00",24.63K,-0.82%
9/3/2020,"11,100.00","12,000.00","13,300.00","10,900.00",264.10K,-8.26%
10/3/2020,"12,000.00","12,100.00","12,100.00","11,900.00",21.21K,8.11%
11/3/2020,"11,700.00","12,000.00","12,000.00","11,600.00",32.88K,-2.50%
12/3/2020,"11,300.00","11,000.00","11,700.00","10,600.00",183.73K,-3.42%
13/03/2020,"11,300.00","10,500.00","11,500.00","10,500.00",53.67K,0.00%
16/03/2020,"11,000.00","11,000.00","11,200.00","10,900.00",62.90K,-2.65%
17/03/2020,"11,600.00","11,000.00","11,900.00","10,900.00",29.20K,5.45%
18/03/2020,"11,800.00","11,900.00","11,900.00","11,600.00",63.26K,1.72%
